Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 39
NaN,NaN,NaN
1.2700,14073.1200,14073.1200
1.2800,96497.2400,96497.2400
1.2850,34319.6000,34319.6000
1.2900,63703.4400,63703.4400
1.2950,72614.9300,72614.9300
1.3000,-55537.9200,56566.4000
1.3050,182773.2500,182773.2500
1.3100,-462634.3200,479335.9200
1.3150,-301127.8200,321682.6200
1.3175,313320.2400,313320.2400
1.3200,-1002744.1600,1022600.4800
1.3300,-1475974.5600,1515686.8800
1.3325,0.0000,0.0000
1.3350,857954.8900,861522.2700
1.3400,1000649.9200,1008007.6400
1.3450,1162356.0000,1448474.4000
1.3475,472857.0000,472857.0000
1.3500,1175028.1200,1360816.2000
1.3550,-469830.2700,472602.1300
1.3575,0.0000,0.0000
1.3600,516782.4000,519005.1200
1.3650,441101.7600,442772.6000
1.3700,107244.9000,108477.6000
1.3800,89938.1200,93294.0200
1.3850,96799.0500,96799.0500
1.4600,0.0000,0.0000
