Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 8
1.3000,-126634.5600,127702.0800
1.3025,130970.4000,130970.4000
1.3075,132195.0300,132195.0300
1.3125,42014.1900,42014.1900
1.3150,62172.8100,62172.8100
1.3175,59465.3400,59465.3400
1.3200,-342055.0800,374277.6600
1.3225,-232155.0000,234031.0000
1.3300,131182.9500,138420.6300
1.3325,-622512.6600,959755.1400
1.3350,915884.2800,924248.5200
1.3375,-1147570.8400,1646662.3000
1.3400,92742.4400,2233883.1200
1.3425,-1226319.9400,2675393.9800
1.3450,1052726.3500,1058056.6100
1.3475,-831713.7400,1308640.5000
1.3500,2833957.5400,2858762.4200
1.3525,1288120.2600,1706917.9800
1.3550,2991945.0600,3184773.1200
1.3575,2598770.7900,2622104.3100
1.3625,1477387.8000,1481824.4000
1.3650,1481597.5200,1539205.2000
1.3675,401353.9200,401353.9200
1.3700,738275.7700,748430.8700
1.3725,242185.1800,242185.1800
1.3750,93696.9600,95659.2000
1.3775,71057.1300,71057.1300
1.3800,41828.6800,42836.6000
