Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 14
NaN,NaN,NaN
1.2700,29166.4800,29166.4800
1.2950,105889.9800,105889.9800
1.3050,160554.7200,160554.7200
1.3100,-272735.8800,286149.1200
1.3125,0.0000,0.0000
1.3150,728329.3600,728329.3600
1.3175,0.0000,0.0000
1.3200,283820.0400,286127.5200
1.3325,352479.6300,352479.6300
1.3350,311737.4400,315448.6000
1.3375,-1139871.8200,1190360.1800
1.3400,303726.4200,335488.6600
1.3425,-1197722.2400,1550229.1200
1.3450,1397318.4700,1401260.1300
1.3475,-549753.0000,1273723.5000
1.3500,-435221.0800,438878.4000
1.3525,268841.7400,333499.8800
1.3575,484100.5500,638451.4500
1.3600,-358292.1600,360780.3000
1.3625,536363.6400,536363.6400
1.3650,-262987.2000,264865.6800
1.3675,193137.6000,193137.6000
1.3700,651574.9800,667713.0600
1.3725,261766.8000,261766.8000
1.3750,344176.5600,344176.5600
1.3800,30851.6400,323583.4800
1.3825,0.0000,0.0000
1.3850,123917.4900,123917.4900
