Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 5
NaN,NaN,NaN
1.3125,0.0000,0.0000
1.3150,256858.9500,256858.9500
1.3200,128236.8000,129305.4400
1.3225,100236.7700,100236.7700
1.3275,129247.0200,129247.0200
1.3325,491929.2000,491929.2000
1.3350,301781.7600,305374.4000
1.3375,-645094.5000,703361.1000
1.3400,391672.0200,424704.6000
1.3425,-1584780.1200,2040533.8800
1.3450,1999776.2700,2005338.9300
1.3475,-31658.6600,2679473.8600
1.3500,-1034077.2800,1039806.2400
1.3525,581314.6900,687008.2700
1.3550,-276741.5900,287087.0700
1.3575,926657.5500,1183414.0500
1.3600,-1127327.4000,1131368.0000
1.3625,838864.9200,838864.9200
1.3650,-413646.2400,416460.1600
1.3675,264245.3000,280122.7000
1.3700,820456.3400,836067.5600
1.3725,305779.9200,305779.9200
1.3750,347088.4000,347088.4000
1.3800,29959.5200,329554.7200
1.3825,0.0000,0.0000
