Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 12
NaN,NaN,NaN
1.2950,66344.0400,66344.0400
1.3100,-220434.7600,231335.3800
1.3125,0.0000,0.0000
1.3150,620288.1300,620288.1300
1.3200,253891.6800,255955.8400
1.3225,174617.5700,174617.5700
1.3275,185516.1000,185516.1000
1.3325,575647.5600,575647.5600
1.3350,323309.2800,327158.2000
1.3375,-1192367.2300,1245180.7700
1.3400,338582.9400,372869.8200
1.3425,-1316162.1200,1703527.5600
1.3450,1580556.1300,1584952.6700
1.3475,-49763.7200,1988385.1600
1.3500,-594167.4900,598308.0300
1.3525,399526.5500,473585.1300
1.3550,-188984.2500,196183.6500
1.3575,641139.1200,818784.7200
1.3600,-523244.4800,526088.2000
1.3625,607130.9400,607130.9400
1.3650,-298620.1500,300715.7300
1.3675,208142.4000,208142.4000
1.3700,699376.5900,717252.0300
1.3725,274725.2700,274725.2700
1.3750,353765.5800,353765.5800
1.3800,30386.1600,325566.0000
1.3825,0.0000,0.0000
1.3850,121684.6800,121684.6800
1.3900,46116.0000,47287.2000
