Strike,Net GEX,Abs Gamma,Call OI,Put OI,Total OI,OI Imbalance,Gamma,Volatility,Call Delta,Put Delta,Delta Spread,Straddle,Vega,Theta,Level Strength,Gradient Width,Break Score,Resistance Score,Side
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FP -13
1.3200,22870450.0000,319162250.0000,501,434,935,0.071658,5.46160000,6.3200,0.930000,-0.070000,1.000000,0.036700,0.000500,-0.000100,13.72,0.00089,16.65,13.72,RESIST/SUPPORT
1.3250,-439535775.0000,440426425.0000,1,988,989,-0.997978,7.12520000,6.0800,0.900000,-0.090000,0.990000,0.032300,0.000600,-0.000100,24.29,0.00102,56.31,8.50,ACCELERATION
1.3300,-742832268.7500,746295356.2500,3,1290,1293,-0.995360,9.23490000,5.9500,0.870000,-0.130000,1.000000,0.028200,0.000800,-0.000100,29.33,0.00111,61.56,10.27,ACCELERATION
1.3350,-2090495881.2500,2170368943.7500,55,2934,2989,-0.963198,11.61790000,5.8200,0.820000,-0.180000,1.000000,0.024600,0.001000,-0.000100,50.90,0.00142,82.75,17.81,ACCELERATION
1.3400,-2050085362.5000,3462542287.5000,803,3134,3937,-0.592075,14.07180000,5.7300,0.760000,-0.240000,1.000000,0.021500,0.001200,-0.000100,55.35,0.00152,80.05,19.37,ACCELERATION
1.3425,-289145325.0000,289145325.0000,0,303,303,-1.000000,15.26840000,5.6700,0.720000,-0.270000,0.990000,0.020200,0.001300,-0.000100,22.93,0.00105,55.92,8.03,ACCELERATION
1.3450,-1737387043.7500,1865546468.7500,62,1743,1805,-0.931302,16.53670000,5.5400,0.690000,-0.310000,1.000000,0.018800,0.001400,-0.000100,44.84,0.00136,76.59,15.69,ACCELERATION
1.3500,669666593.7500,2436299906.2500,1352,769,2121,0.274870,18.37850000,5.4400,0.600000,-0.400000,1.000000,0.017100,0.001500,-0.000100,34.22,0.00126,27.45,34.22,RESIST/SUPPORT
1.3550,-1245172862.5000,3820804400.0000,1057,2079,3136,-0.325893,19.49390000,5.3100,0.510000,-0.490000,1.000000,0.016200,0.001500,-0.000100,46.86,0.00144,67.04,16.40,ACCELERATION
1.3600,2071642187.5000,6430994687.5000,3581,1836,5417,0.322134,18.99500000,5.3100,0.410000,-0.590000,1.000000,0.016700,0.001500,-0.000100,67.64,0.00175,37.28,67.64,RESIST/SUPPORT
1.3650,1643336100.0000,1645509825.0000,1513,1,1514,0.998679,17.38980000,5.3500,0.320000,-0.680000,1.000000,0.018200,0.001400,-0.000100,42.32,0.00133,44.75,42.32,RESIST/SUPPORT
1.3675,313907825.0000,313907825.0000,308,0,308,1.000000,16.30690000,5.3600,0.280000,-0.720000,1.000000,0.019200,0.001300,-0.000100,22.99,0.00106,40.08,22.99,RESIST/SUPPORT
1.3700,2419633800.0000,2429056050.0000,2573,5,2578,0.996121,15.07560000,5.3700,0.240000,-0.760000,1.000000,0.020500,0.001200,-0.000100,53.05,0.00146,47.65,53.05,RESIST/SUPPORT
1.3750,1448747437.5000,1448747437.5000,1870,0,1870,1.000000,12.39570000,5.3400,0.170000,-0.830000,1.000000,0.023400,0.001000,-0.000100,38.58,0.00125,44.38,38.58,RESIST/SUPPORT
1.3800,162049550.0000,162049550.0000,268,0,268,1.000000,9.67460000,5.4400,0.120000,-0.870000,0.990000,0.027100,0.000800,-0.000100,18.55,0.00095,39.64,18.55,RESIST/SUPPORT
