Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 6
1.2950,-1288715.0521,1288715.0521
1.2975,0.0000,0.0000
1.3000,-12419359.0644,12419359.0644
1.3025,0.0000,0.0000
1.3050,-4622314.5231,4622314.5231
1.3100,-15829818.7892,16322192.6240
1.3150,-20349639.1248,21615557.5774
1.3175,-10614400.8674,10750920.4927
1.3200,-36650218.1080,37853024.4937
1.3225,-13821869.3324,14511239.3739
1.3250,-53899238.6815,54883999.4370
1.3275,-10174831.7213,11507250.1610
1.3300,-24219212.0041,25146756.2936
1.3325,-4043936.8226,7364221.7928
1.3350,-17877967.4675,34291073.5410
1.3375,-2487472.4652,2673451.7149
1.3400,-16282927.2943,26313547.1055
1.3425,2191597.5757,2191597.5757
1.3450,3994046.5655,5323344.0357
1.3475,1408014.8207,1408014.8207
1.3500,2289685.0022,2658218.5048
1.3525,1067182.2672,1067182.2672
1.3550,3563903.2490,3836164.7653
1.3575,801953.9462,801953.9462
1.3600,1032447.2504,1036955.7537
