Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 6
1.3000,-4942286.3226,4942286.3226
1.3025,0.0000,0.0000
1.3050,-2549621.5772,2549621.5772
1.3100,-11353697.5081,11661385.7875
1.3150,-24407368.5907,25495960.1475
1.3175,-15199617.5649,15345068.4507
1.3200,-36111475.8912,39095170.1326
1.3225,-19299481.1659,20360952.6301
1.3250,-78959245.2181,85613672.1736
1.3275,-12124523.9221,21264549.6479
1.3300,-33867828.7038,44219728.2113
1.3325,-6109306.7064,11125369.0548
1.3350,-24616502.8405,47484543.7971
1.3375,-3231245.4227,3472833.8655
1.3400,-16885604.3211,27333189.8193
1.3425,1455927.2985,1455927.2985
1.3450,2584696.1935,3444934.0638
1.3475,1240300.0817,1240300.0817
1.3500,2015369.0911,2339750.4053
1.3525,940848.3903,940848.3903
1.3550,3149409.4419,3390189.9803
1.3575,712080.9873,712080.9873
1.3600,920930.3203,924951.8501
