Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 46
NaN,NaN,NaN
1.2450,0.0000,0.0000
1.2500,31426.9900,31426.9900
1.2700,17765.4000,17765.4000
1.2800,112976.9900,112976.9900
1.2850,35341.6000,35341.6000
1.2900,65423.5400,65423.5400
1.2950,54071.1600,54071.1600
1.3000,-51283.4000,52330.0000
1.3050,185400.2400,185400.2400
1.3100,-462747.1200,479513.3200
1.3125,0.0000,0.0000
1.3150,-300420.9600,320857.7600
1.3175,308833.2500,308833.2500
1.3200,-985420.6400,1004933.9200
1.3300,-1432471.7200,1471013.5600
1.3325,0.0000,0.0000
1.3350,833563.3800,837029.3400
1.3400,963717.7600,970803.9200
1.3450,705092.6800,978915.0800
1.3475,452056.0000,452056.0000
1.3500,1124565.3300,1302374.5500
1.3550,-460738.2900,463456.5100
1.3600,517559.5200,519790.3800
1.3650,462311.5200,464062.7000
1.3700,113404.5000,114708.0000
1.3800,86655.1200,89888.5200
1.3850,92720.7000,92720.7000
1.4600,0.0000,0.0000
1.5000,17536.0000,17536.0000
1.5300,0.0000,0.0000
1.5400,0.0000,0.0000
1.5700,0.0000,0.0000
1.5800,0.0000,0.0000
