Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 14
NaN,NaN,NaN
1.2700,20606.0400,20606.0400
1.2950,94256.4000,94256.4000
1.3050,154697.6400,154697.6400
1.3100,-276168.9600,289751.0400
1.3125,0.0000,0.0000
1.3150,750353.5600,750353.5600
1.3200,296100.3600,298507.6800
1.3225,162646.7400,162646.7400
1.3275,190229.8300,190229.8300
1.3325,566969.0400,566969.0400
1.3350,325501.6800,329376.7000
1.3375,-1189502.6700,1242189.3300
1.3400,324572.3800,357649.8200
1.3425,-1244192.8200,1610376.6600
1.3450,1464066.6200,1468144.8000
1.3475,-262596.6000,1569744.1200
1.3500,-529966.3000,533621.2400
1.3525,327487.5200,391634.5600
1.3550,-157619.8700,163741.0300
1.3575,528689.9000,678190.9000
1.3600,-352289.6400,354654.0000
1.3625,499340.1400,499340.1400
1.3650,-240718.8000,242438.2200
1.3675,171168.0000,171168.0000
1.3700,579599.5800,594119.8200
1.3725,230248.0800,230248.0800
1.3750,291861.7800,291861.7800
1.3800,24405.0800,255969.5600
1.3825,0.0000,0.0000
