Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 42
NaN,NaN,NaN
1.2700,19331.4000,19331.4000
1.2800,122149.4400,122149.4400
1.2850,44361.8000,44361.8000
1.2900,82991.2200,82991.2200
1.2950,68882.2300,68882.2300
1.3050,222055.8000,222055.8000
1.3100,-541190.8600,560978.4600
1.3150,-335864.4000,359600.4000
1.3200,-1114175.4400,1136238.3200
1.3300,-1502743.4800,1543176.0400
1.3350,839854.8600,843346.9800
1.3400,1016369.6400,1023213.8800
1.3450,634952.0000,888932.8000
1.3500,1001337.1600,1160323.8400
1.3550,-391667.6400,393985.2000
1.3600,424572.9000,426399.0200
1.3650,359714.2500,361084.5900
1.3700,88914.1800,89918.8600
1.3800,72463.2200,75157.0200
1.3850,77152.8000,77152.8000
1.4600,0.0000,0.0000
