Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 13
NaN,NaN,NaN
1.3275,90709.9200,90709.9200
1.3325,498644.0800,498644.0800
1.3350,345828.0000,349945.0000
1.3375,-1001920.4800,1083598.7800
1.3400,580966.5000,628810.8000
1.3425,-2491020.4000,3217908.3200
1.3450,3265874.0000,3274821.6000
1.3475,-106851.1200,4087055.3400
1.3500,-1560718.2100,1568954.1900
1.3525,730863.1800,865031.3000
1.3550,-299198.7500,310383.7500
1.3575,850687.8000,1078365.8000
1.3600,-867080.7300,869966.1900
1.3625,473876.5300,473876.5300
1.3650,-217454.1600,218780.1000
1.3675,106409.2700,112297.5300
1.3700,193023.1800,198053.1000
1.3725,79749.8400,79749.8400
1.3750,105939.0000,105939.0000
1.3800,10103.2800,101373.3600
