Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 10
NaN,NaN,NaN
1.3125,0.0000,0.0000
1.3150,204106.4100,204106.4100
1.3200,83673.6000,84370.8800
1.3225,62121.0800,62121.0800
1.3275,116402.5800,116402.5800
1.3325,729985.0000,729985.0000
1.3350,541406.8800,547852.2000
1.3375,-1667986.3200,1842116.7600
1.3400,869453.4700,950065.0500
1.3425,-2603350.0800,3815694.4800
1.3450,4129590.1800,4141109.2600
1.3475,9050.9800,4480235.1000
1.3500,-1245392.0000,1251618.9600
1.3525,394103.8400,466103.5800
1.3575,231409.4400,293343.8400
1.3600,-148800.9600,149364.6000
1.3625,66702.9000,66702.9000
1.3650,-21127.6800,21253.4400
