Strike,Net GEX,Abs Gamma,Call OI,Put OI,Total OI,OI Imbalance,Gamma,Volatility,Call Delta,Put Delta,Delta Spread,Straddle,Vega,Theta,Level Strength,Gradient Width,Break Score,Resistance Score,Side
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FP 13
1.3100,-8047025.0000,8703925.0000,4,102,106,-0.924528,1.31380000,8.2400,0.990000,-0.010000,1.000000,0.051200,0.000100,0.000000,14.34,0.00081,43.88,5.02,ACCELERATION
1.3150,-146660062.5000,146851775.0000,1,1531,1532,-0.998695,1.53370000,7.5100,0.990000,-0.010000,1.000000,0.046200,0.000100,0.000000,21.68,0.00096,52.97,7.59,ACCELERATION
1.3200,-123999525.0000,126965475.0000,13,1100,1113,-0.976640,1.82520000,6.7800,0.980000,-0.010000,0.990000,0.041200,0.000100,0.000000,19.29,0.00090,50.40,6.75,ACCELERATION
1.3250,-61226000.0000,62060900.0000,3,443,446,-0.986547,2.22640000,6.0400,0.980000,-0.010000,0.990000,0.036200,0.000100,0.000000,15.76,0.00081,47.33,5.51,ACCELERATION
1.3300,-285984562.5000,295761812.5000,20,1190,1210,-0.966942,3.91090000,5.9300,0.970000,-0.030000,1.000000,0.031400,0.000200,0.000000,21.39,0.00093,52.84,7.49,ACCELERATION
1.3350,-818935631.2500,824694093.7500,7,1998,2005,-0.993017,6.58110000,5.8500,0.950000,-0.050000,1.000000,0.026800,0.000300,-0.000100,31.08,0.00110,63.31,10.88,ACCELERATION
1.3375,-268719506.2500,268719506.2500,0,507,507,-1.000000,8.48030000,5.9200,0.920000,-0.070000,0.990000,0.024700,0.000400,-0.000100,19.54,0.00091,52.04,6.84,ACCELERATION
1.3400,-1789786862.5000,2149301700.0000,277,3035,3312,-0.832729,10.38310000,5.8600,0.900000,-0.100000,1.000000,0.022500,0.000500,-0.000100,48.69,0.00140,77.98,17.04,ACCELERATION
1.3425,-217633500.0000,217633500.0000,0,280,280,-1.000000,12.43620000,5.6900,0.880000,-0.120000,1.000000,0.020400,0.000600,-0.000100,19.08,0.00092,51.84,6.68,ACCELERATION
1.3450,258265068.7500,1272811718.7500,827,548,1375,0.202909,14.81090000,5.6000,0.850000,-0.150000,1.000000,0.018500,0.000600,-0.000100,24.80,0.00104,23.15,24.80,RESIST/SUPPORT
1.3475,-151715375.0000,151715375.0000,0,140,140,-1.000000,17.33890000,5.5400,0.810000,-0.190000,1.000000,0.016800,0.000700,-0.000100,19.09,0.00094,52.11,6.68,ACCELERATION
1.3500,397722000.0000,576696900.0000,392,72,464,0.689655,19.88610000,5.4800,0.770000,-0.230000,1.000000,0.015200,0.000900,-0.000200,22.75,0.00102,32.64,22.75,RESIST/SUPPORT
1.3525,-289684500.0000,311755700.0000,8,218,226,-0.929204,22.07120000,5.5000,0.710000,-0.280000,0.990000,0.014100,0.000900,-0.000200,21.84,0.00102,53.72,7.65,ACCELERATION
1.3550,2260193531.2500,2479069031.2500,1559,72,1631,0.911711,24.31950000,5.3900,0.660000,-0.340000,1.000000,0.012900,0.001000,-0.000200,50.43,0.00143,44.26,50.43,RESIST/SUPPORT
1.3575,868472200.0000,868472200.0000,544,0,544,1.000000,25.54330000,5.4200,0.600000,-0.400000,1.000000,0.012400,0.001100,-0.000200,30.65,0.00116,41.22,30.65,RESIST/SUPPORT
1.3600,3848034400.0000,4039118300.0000,2394,58,2452,0.952692,26.35640000,5.3900,0.530000,-0.470000,1.000000,0.012000,0.001100,-0.000200,71.33,0.00172,50.57,71.33,RESIST/SUPPORT
1.3625,619747943.7500,619747943.7500,377,0,377,1.000000,26.30230000,5.4000,0.460000,-0.530000,0.990000,0.012100,0.001100,-0.000200,27.33,0.00112,40.65,27.33,RESIST/SUPPORT
1.3650,1600945631.2500,1617067943.7500,998,5,1003,0.990030,25.79570000,5.3500,0.400000,-0.600000,1.000000,0.012300,0.001100,-0.000200,40.18,0.00129,43.79,40.18,RESIST/SUPPORT
1.3750,873448000.0000,875610000.0000,809,1,810,0.997531,17.29600000,5.6200,0.190000,-0.810000,1.000000,0.017200,0.000800,-0.000100,28.74,0.00109,41.61,28.74,RESIST/SUPPORT
1.3800,95190000.0000,104709000.0000,126,6,132,0.909091,12.69200000,5.8500,0.130000,-0.870000,1.000000,0.020900,0.000600,-0.000100,16.04,0.00088,36.93,16.04,RESIST/SUPPORT
1.3850,166917668.7500,166917668.7500,301,0,301,1.000000,8.87270000,6.0300,0.080000,-0.920000,1.000000,0.025100,0.000400,-0.000100,16.87,0.00087,39.22,16.87,RESIST/SUPPORT
