Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 28
NaN,NaN,NaN
1.3000,-28759.9200,29264.4800
1.3050,96011.3700,96011.3700
1.3100,-283162.2000,292960.2000
1.3150,-219650.2700,233002.8700
1.3175,238563.7200,238563.7200
1.3200,-761737.2800,775975.3600
1.3275,475015.8800,475015.8800
1.3300,-1456956.2000,1492636.7600
1.3325,0.0000,253391.6000
1.3350,871981.5000,875577.3000
1.3400,1152725.9700,1160945.0500
1.3425,648699.0200,648699.0200
1.3450,1420128.3000,1884818.6000
1.3475,789051.6000,789051.6000
1.3500,1444000.3200,1688964.6600
1.3550,-773015.0000,776929.0000
1.3600,761680.0800,764893.9200
1.3650,649641.5600,652111.6800
1.3700,149251.2400,151038.6800
1.3800,123791.8800,128428.2800
1.3850,130563.9000,130563.9000
1.4350,0.0000,0.0000
