Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -396
NaN,0.0000,0.0000
1.1250,998164.2338,998164.2338
1.1300,-5403795.5560,5463771.0894
1.1425,-4802687.7032,4866937.7059
1.1475,19903730.4169,19903730.4169
1.1500,7774149.5896,8216805.7940
1.1525,-10149507.3505,10279213.5148
1.1550,-17902128.9053,17977190.2424
1.1575,-7579293.5522,25432740.5864
1.1600,42264386.4395,43190221.8489
1.1625,-3548612.5968,29538451.3342
1.1650,-11956988.0186,12162258.1992
1.1675,14526845.4981,16317826.4499
1.1700,-23491758.8990,23868380.2842
1.1725,13105460.9723,13105460.9723
1.1800,-14086294.4749,14192405.9211
1.1825,0.0000,0.0000
1.1850,-7685809.6518,7786497.1144
1.1900,6546025.7222,10952618.6473
1.1950,-6153619.2936,6167636.6496
1.2000,-2505030.1758,2514873.1234
1.2050,2378220.5225,3933084.6986
1.2100,-912082.9606,917610.7361
