Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -422
NaN,0.0000,0.0000
1.1200,918768.5641,918768.5641
1.1250,1540099.1517,1540099.1517
1.1300,-8540693.3334,8639315.6583
1.1350,-13569825.3371,13817048.8757
1.1475,-9874608.0863,10326018.7417
1.1500,9016217.9585,9460679.4072
1.1525,10593168.2594,10593168.2594
1.1550,-18202632.1730,18278953.4819
1.1575,3085025.5454,14062908.6551
1.1600,35061450.6298,35810093.7037
1.1625,5858516.2195,6360674.7526
1.1650,-6770292.4434,6935421.5274
1.1675,11425531.0436,11425531.0436
1.1700,-8870606.7706,9161446.3368
1.1725,10812532.7982,10812532.7982
1.1750,-3231772.6938,3462613.6005
1.1800,-11576175.3685,11660982.5141
1.1850,-7254922.7804,7341808.0831
1.1900,5536102.9518,9287243.0861
1.1950,-5161661.6183,5173352.8111
1.2000,-2006266.1722,2014118.4860
1.2050,2369412.6016,3916384.4655
1.2100,-915635.6587,921168.2005
1.2150,600035.4577,603278.8926
