Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -40
NaN,0.0000,0.0000
1.1500,3035434.2525,3304396.7812
1.1525,-12455427.0463,12513359.2651
1.1550,20786638.1009,21037836.1445
1.1600,134955880.5180,137789599.7939
1.1625,-139632841.5076,240625148.2584
1.1650,-16910443.0287,17715702.2205
1.1675,-9385316.3337,9489021.4866
1.1725,-1958604.3669,1972644.5416
1.1750,-712197.6749,717532.4889
