Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -147
NaN,0.0000,0.0000
1.1050,278456.5323,278456.5323
1.1150,1833855.1232,1833855.1232
1.1200,-3110104.8300,3124035.8707
1.1250,2297384.5215,2297384.5215
1.1500,9304574.6839,10106199.5798
1.1525,6505160.5476,6505160.5476
1.1550,24047104.4028,24337703.8517
1.1575,-6962085.5053,7040753.1381
1.1600,29564684.9819,30073689.6014
1.1625,-24907460.9917,25793847.5039
1.1650,22436901.6235,22527923.5368
1.1675,-20605659.4172,34105919.0354
1.1725,7249694.1907,15733378.8819
1.1750,24444564.1605,24583060.2748
1.1775,1528433.4507,7522290.1203
1.1800,-16635235.2579,16786924.3332
1.1825,3127447.1601,3461041.5238
1.1850,-14724478.6088,14792647.4912
1.1875,6753961.1163,6753961.1163
1.1900,-6485204.2844,6553230.9028
1.1950,-6293937.1727,6339271.6541
1.2000,-1196555.9096,1246621.0104
1.2050,-817986.6199,823570.1464
1.2100,-1021688.7978,1031019.2891
