Strike,Net GEX,Abs Gamma,Call OI,Put OI,Total OI,OI Imbalance,Gamma,Volatility,Call Delta,Put Delta,Delta Spread,Straddle,Vega,Theta,Level Strength,Gradient Width,Break Score,Resistance Score,Side
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FP -199
1.1250,-2439585750.0000,2439585750.0000,0,3515,3515,-1.000000,5.55240000,6.9100,0.970000,-0.030000,1.000000,0.022700,0.000100,0.000000,19.08,0.00092,54.08,6.68,ACCELERATION
1.1275,-2296509200.0000,2296509200.0000,0,2272,2272,-1.000000,8.08630000,6.9000,0.950000,-0.050000,1.000000,0.020300,0.000200,-0.000100,18.74,0.00092,52.05,6.56,ACCELERATION
1.1300,-11265176000.0000,11281423850.0000,6,8326,8332,-0.998560,10.83190000,6.6600,0.940000,-0.060000,1.000000,0.018000,0.000200,-0.000100,33.81,0.00117,65.42,11.83,ACCELERATION
1.1325,-3872007150.0000,3875614050.0000,1,2148,2149,-0.999069,14.42760000,6.4600,0.910000,-0.090000,1.000000,0.015800,0.000300,-0.000100,22.26,0.00097,52.19,7.79,ACCELERATION
1.1350,-6906802450.0000,7382646275.0000,101,3033,3134,-0.935546,18.84530000,6.2200,0.880000,-0.120000,1.000000,0.013700,0.000400,-0.000100,27.54,0.00106,54.53,9.64,ACCELERATION
1.1375,-3660988275.0000,3793240725.0000,22,1240,1262,-0.965135,24.04590000,6.2400,0.820000,-0.180000,1.000000,0.012000,0.000500,-0.000200,24.14,0.00103,50.04,8.45,ACCELERATION
1.1400,-45268095150.0000,50939116650.0000,765,12978,13743,-0.888671,29.65240000,5.9800,0.760000,-0.240000,1.000000,0.010300,0.000500,-0.000200,86.22,0.00190,100.00,30.18,ACCELERATION
1.1425,-1020778825.0000,5638379175.0000,527,760,1287,-0.181041,35.04820000,5.8100,0.690000,-0.310000,1.000000,0.009000,0.000600,-0.000200,21.47,0.00103,28.32,7.51,ACCELERATION
1.1450,-30391560775.0000,48173293975.0000,1848,8165,10013,-0.630880,38.48860000,5.8000,0.600000,-0.400000,1.000000,0.008200,0.000700,-0.000200,76.75,0.00179,90.91,26.86,ACCELERATION
1.1475,2790838050.0000,3506437550.0000,616,70,686,0.795918,40.89140000,5.6200,0.500000,-0.500000,1.000000,0.007800,0.000700,-0.000200,28.13,0.00113,23.09,28.13,RESIST/SUPPORT
1.1500,11770659700.0000,29717902775.0000,4131,1787,5918,0.396080,40.17290000,5.5200,0.390000,-0.600000,0.990000,0.007900,0.000700,-0.000200,49.28,0.00143,22.06,49.28,RESIST/SUPPORT
1.1525,5425005450.0000,5754070650.0000,1223,36,1259,0.942812,36.56280000,5.4500,0.300000,-0.700000,1.000000,0.008600,0.000600,-0.000200,30.02,0.00114,29.86,30.02,RESIST/SUPPORT
1.1550,6203129100.0000,15699372900.0000,2830,1227,4057,0.395120,30.95760000,5.3100,0.210000,-0.790000,1.000000,0.009700,0.000500,-0.000200,32.33,0.00117,21.16,32.33,RESIST/SUPPORT
1.1575,498852900.0000,498852900.0000,168,0,168,1.000000,23.75490000,5.1300,0.130000,-0.870000,1.000000,0.011200,0.000400,-0.000100,19.61,0.00094,31.76,19.61,RESIST/SUPPORT
1.1600,12691787175.0000,16555511475.0000,6949,918,7867,0.766620,16.83540000,5.1700,0.080000,-0.920000,1.000000,0.013300,0.000300,-0.000100,37.83,0.00121,33.33,37.83,RESIST/SUPPORT
1.1650,1195431037.5000,4604509437.5000,2831,1664,4495,0.259622,8.19490000,5.5900,0.040000,-0.960000,1.000000,0.017900,0.000100,0.000000,16.78,0.00089,21.29,16.78,RESIST/SUPPORT
1.1675,926837450.0000,926837450.0000,1309,0,1309,1.000000,5.66440000,5.8100,0.020000,-0.970000,0.990000,0.020300,0.000100,0.000000,15.98,0.00084,37.58,15.98,RESIST/SUPPORT
