Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -106
NaN,0.0000,0.0000
1.1200,-1103524.0081,1108674.6452
1.1250,1030589.9564,1030589.9564
1.1425,2566399.9691,2566399.9691
1.1475,12663313.2611,12663313.2611
1.1500,8756089.9193,9527066.3902
1.1525,13375113.2942,13375113.2942
1.1550,27755225.6080,28091143.6184
1.1575,-35941456.2620,36234457.2642
1.1600,39483728.0351,40472194.1055
1.1625,-29735981.0960,47317969.9186
1.1650,24493483.3581,24614140.9116
1.1675,-22650498.9456,48290403.8434
1.1700,-7730603.0093,8260096.3661
1.1725,15449683.4749,26056928.8457
1.1750,-17900794.4965,17977293.6183
1.1775,3932257.9245,10028781.8385
1.1800,-12468610.6412,12610838.1390
1.1825,2811126.3655,3101307.1516
1.1850,-9746062.9728,9801596.0951
1.1875,5159720.0281,5159720.0281
1.1900,-3695089.3074,3741764.1197
1.1950,-3250949.1484,3274421.7054
1.2000,-738300.2747,768190.9741
