Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -453
NaN,0.0000,0.0000
1.1000,-644146.5192,668921.3853
1.1050,610303.9205,610303.9205
1.1150,1356469.2864,1356469.2864
1.1200,1197729.3768,1197729.3768
1.1250,1819656.1540,1819656.1540
1.1300,-9218647.9534,9359569.9604
1.1350,-15397656.0694,15687267.1554
1.1500,9074334.7903,9526436.8795
1.1550,-14989531.8270,15063009.9242
1.1600,24539118.7025,24847302.2969
1.1650,-20724159.5598,20796621.6562
1.1700,-8202270.7363,8449886.4566
1.1750,-23143430.0227,23291469.0207
1.1800,-8805372.0850,8877993.7104
1.1850,-8981822.8798,9059812.6588
1.1900,5474756.8556,9083911.8528
1.1950,-5286795.5391,5299133.4517
1.2000,-2208839.6417,2218043.1402
1.2050,2432421.6414,4020531.6387
1.2100,-728454.6468,733036.1226
1.2150,729029.6162,732970.3169
