Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -346
1.1250,-314216.89,314897.75
1.1375,235168.28999999998,235168.28999999998
1.1425,251574.94999999998,251574.94999999998
1.1475,250395.3,250395.3
1.1500,369913.09,376061.23000000004
1.1525,169441.5,169441.5
1.1550,209134.12000000002,216559
1.1575,-123597.4,139718.80000000002
1.1600,816709.4099999999,825444.27
1.1625,-401603.62,410979.57999999996
1.1650,-619358.22,622643.9400000001
1.1675,51770.70000000001,697178.76
1.1700,1472504.55,1476091.6500000001
1.1725,842648.0700000001,934041.57
1.1750,-1836474.0000000002,1840158.0000000002
1.1775,757648.37,768497.75
1.1800,-726396.12,736923.6
1.1850,-904114,910481
1.1875,0,0
1.1900,-1176356.75,1187236.35
1.1950,-90289.89,1262943.77
1.2000,-680623.38,684154.5
1.2050,314325.4,411780
1.2100,-248444,249490.08000000005
1.2150,-261114.40000000002,261960.80000000002
1.2200,305556.2,306211.9
1.2250,-70229.24999999999,70743.74999999999
1.2300,-67622.4,68045.04
1.2350,27534.399999999998,27534.399999999998
1.2400,-25327.600000000002,26153.500000000004
