Strike,Net GEX,Abs Gamma,Call OI,Put OI,Total OI,OI Imbalance,Gamma,Volatility,Call Delta,Put Delta,Delta Spread,Straddle,Vega,Theta,Level Strength,Gradient Width,Break Score,Resistance Score,Side
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FP -187
1.1250,-1012285087.5000,1012285087.5000,0,3477,3477,-1.000000,2.32910000,11.0200,0.990000,-0.010000,1.000000,0.027800,0.000000,0.000000,17.37,0.00088,52.37,6.08,ACCELERATION
1.1275,-771430687.5000,771430687.5000,0,2265,2265,-1.000000,2.72470000,10.1600,0.990000,-0.010000,1.000000,0.025300,0.000000,0.000000,16.29,0.00084,49.94,5.70,ACCELERATION
1.1300,-4795262400.0000,4802172000.0000,6,8334,8340,-0.998561,4.60640000,10.2900,0.980000,-0.020000,1.000000,0.022900,0.000100,-0.000100,27.60,0.00106,59.88,9.66,ACCELERATION
1.1325,-1778952500.0000,1780603500.0000,1,2156,2157,-0.999073,6.60400000,10.0000,0.970000,-0.030000,1.000000,0.020500,0.000100,-0.000100,18.56,0.00088,49.50,6.50,ACCELERATION
1.1350,-2964324600.0000,3167167950.0000,101,3053,3154,-0.935954,8.03340000,8.9900,0.960000,-0.040000,1.000000,0.018000,0.000100,-0.000100,21.28,0.00092,49.60,7.45,ACCELERATION
1.1375,-1677911050.0000,1739077650.0000,22,1229,1251,-0.964828,11.12120000,8.4300,0.950000,-0.050000,1.000000,0.015600,0.000100,-0.000100,18.52,0.00086,46.08,6.48,ACCELERATION
1.1400,-24526995850.0000,27571919025.0000,763,13055,13818,-0.889564,15.96290000,8.0400,0.920000,-0.080000,1.000000,0.013300,0.000200,-0.000200,66.38,0.00158,91.07,23.23,ACCELERATION
1.1425,-1065685950.0000,4020286150.0000,524,902,1426,-0.265077,22.55420000,7.6300,0.890000,-0.110000,1.000000,0.011100,0.000200,-0.000200,16.67,0.00087,27.53,5.84,ACCELERATION
1.1450,-20823671250.0000,34781369400.0000,1793,7143,8936,-0.598702,31.13820000,7.2900,0.830000,-0.170000,1.000000,0.009200,0.000300,-0.000300,64.60,0.00154,80.78,22.61,ACCELERATION
1.1475,2207233800.0000,3842221800.0000,592,160,752,0.574468,40.87470000,7.0100,0.750000,-0.250000,1.000000,0.007500,0.000400,-0.000400,23.31,0.00101,20.18,23.31,RESIST/SUPPORT
1.1500,8625743262.5000,51435912937.5000,4808,3427,8235,0.167699,49.96810000,6.7300,0.640000,-0.360000,1.000000,0.006300,0.000400,-0.000400,62.86,0.00157,20.58,62.86,RESIST/SUPPORT
1.1525,6617306500.0000,9613069000.0000,1219,225,1444,0.688366,53.25800000,6.7400,0.510000,-0.490000,1.000000,0.006000,0.000400,-0.000500,36.37,0.00121,23.02,36.37,RESIST/SUPPORT
1.1550,5218604825.0000,26309934350.0000,2471,1653,4124,0.198351,51.03770000,6.7200,0.380000,-0.620000,1.000000,0.006200,0.000400,-0.000500,41.95,0.00129,15.64,41.95,RESIST/SUPPORT
1.1575,1605350662.5000,1780679062.5000,309,16,325,0.901538,43.83210000,6.6600,0.260000,-0.740000,1.000000,0.007100,0.000400,-0.000400,24.31,0.00103,26.64,24.31,RESIST/SUPPORT
1.1600,25746583325.0000,33139661800.0000,7065,887,7952,0.776911,33.33970000,6.6400,0.160000,-0.840000,1.000000,0.008600,0.000300,-0.000300,69.76,0.00159,36.86,69.76,RESIST/SUPPORT
1.1625,1664100187.5000,1669675062.5000,598,1,599,0.996661,22.29950000,6.5200,0.090000,-0.910000,1.000000,0.010400,0.000200,-0.000200,20.53,0.00090,30.30,20.53,RESIST/SUPPORT
1.1650,2288234000.0000,7887677200.0000,3024,1664,4688,0.290102,13.46020000,6.5700,0.050000,-0.950000,1.000000,0.012600,0.000100,-0.000100,21.48,0.00092,17.75,21.48,RESIST/SUPPORT
1.1675,1851994375.0000,1851994375.0000,1595,0,1595,1.000000,9.28900000,7.2200,0.030000,-0.970000,1.000000,0.015000,0.000100,-0.000100,19.04,0.00086,32.69,19.04,RESIST/SUPPORT
1.1700,-494099900.0000,2326214025.0000,1765,2717,4482,-0.212405,4.15210000,6.8600,0.010000,-0.990000,1.000000,0.017400,0.000000,0.000000,14.42,0.00081,27.94,5.05,ACCELERATION
