Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -144
NaN,0.0000,0.0000
1.1250,2228782.3025,2228782.3025
1.1425,0.0000,0.0000
1.1500,8712515.0277,9463131.7070
1.1525,7512932.0508,7512932.0508
1.1550,23285533.3737,23566929.5474
1.1575,-8829322.3919,8907113.7786
1.1600,30549159.9876,31064033.4706
1.1625,-27918084.9980,29092632.2633
1.1650,23482614.6587,23576170.8924
1.1675,-17500408.9747,40054411.9850
1.1725,10738048.6452,19824089.8065
1.1750,28918533.5478,29068370.5092
1.1775,3144825.5385,9629001.9067
1.1800,-18972251.6260,19138189.6869
1.1825,3518409.6935,3886347.9621
1.1850,-16185874.1299,16261244.9058
1.1875,7672004.7587,7672004.7587
1.1900,-7049596.3031,7123802.5800
1.1950,-6558077.9480,6605145.4931
1.2000,-1334409.5388,1389779.2292
1.2050,-1084193.9129,1091645.4175
1.2100,-1363850.2938,1376305.5477
1.2150,-967614.9019,972916.9014
