Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -63
NaN,0.0000,0.0000
1.1425,1461536.3545,1461536.3545
1.1475,7384343.0164,7384343.0164
1.1500,7007843.9384,7628792.1355
1.1525,-26522337.6830,26648484.3545
1.1550,31197026.4715,31574600.1655
1.1600,74755077.5624,76326800.6123
1.1625,-76769770.6794,114800334.0006
1.1650,-99056092.6983,99509438.6603
1.1675,41054599.2194,92950456.2414
1.1700,-21621754.6551,22204551.2765
1.1725,-9382250.4139,9452793.6501
1.1750,-5880037.4157,5922646.3825
1.1775,2343350.1387,5036856.0453
1.1800,-4800961.7561,4865117.1471
1.1825,1242811.0689,1337052.6666
1.1850,-2128357.7746,2140607.3157
1.1875,766895.1262,766895.1262
