Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -184
25000,0.0000,0.0000
40000,384.0000,384.0000
45000,4095.0000,4095.0000
47500,1235.0000,1235.0000
50000,6368.8000,6368.8000
58000,19124.5000,19124.5000
60000,5382.5000,5382.5000
61000,17077.2000,17077.2000
61500,7848.0000,7848.0000
62000,10939.2000,10939.2000
63000,40276.6000,40276.6000
63500,9850.2000,9850.2000
65000,41594.7000,41594.7000
65500,-20798.0000,37436.4000
68000,16756.8000,16756.8000
69500,33236.0000,33236.0000
70000,-28165.6000,35207.0000
71500,37693.8000,37693.8000
72000,22193.0000,22193.0000
73000,14874.0000,34706.0000
73500,31387.8000,31387.8000
74000,27513.0000,49523.4000
75000,-48382.4000,133051.6000
78000,-7377.0000,125409.0000
79000,7605.4000,53237.8000
80000,46124.4000,138373.2000
81000,-15226.8000,76134.0000
82000,7387.6000,81263.6000
85000,35855.4000,35855.4000
88000,33320.0000,33320.0000
89000,21958.2000,21958.2000
90000,199956.2000,199956.2000
91000,17054.4000,17054.4000
92000,54958.2000,54958.2000
96000,10975.3000,10975.3000
100000,10793.0000,10793.0000
