Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -44
62000,3342.4000,3342.4000
63000,12157.6000,12157.6000
63500,3048.0000,3048.0000
65000,13904.1000,13904.1000
65500,-7068.0000,12722.4000
68000,6618.6000,6618.6000
69500,14153.0000,14153.0000
70000,-10810.8000,13899.6000
71500,14224.7000,14224.7000
72000,11162.5000,11162.5000
73000,8002.5000,18672.5000
73500,17509.2000,17509.2000
74000,3177.4000,41306.2000
75000,-25946.2000,77838.6000
76000,12587.7000,20979.5000
76500,22005.0000,22005.0000
77500,4668.6000,23343.0000
78000,37680.8000,103622.2000
79000,13731.0000,50347.0000
80000,41641.0000,58297.4000
80500,3880.3000,34922.7000
81000,0.0000,28488.8000
82000,14484.0000,37658.4000
82500,5172.2000,15516.6000
83000,30097.6000,30097.6000
84000,22087.2000,29449.6000
85000,8778.0000,8778.0000
86000,7118.4000,7118.4000
88000,6828.0000,6828.0000
89000,4326.6000,4326.6000
90000,39667.6000,39667.6000
91000,3386.4000,3386.4000
92000,11147.5000,11147.5000
96000,1556.8000,1556.8000
100000,1045.8000,1045.8000
