Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -61
35000,0.0000,0.0000
37500,0.0000,0.0000
42500,0.0000,0.0000
47500,-253113385969.9584,253113385969.9584
48000,0.0000,0.0000
49000,0.0000,0.0000
49500,0.0000,0.0000
50000,-440891921775.1589,440891921775.1589
52000,-211482185044.1832,211482185044.1832
53000,0.0000,0.0000
53500,0.0000,0.0000
55250,0.0000,0.0000
55500,0.0000,0.0000
56750,0.0000,0.0000
57750,0.0000,0.0000
58250,0.0000,0.0000
58500,0.0000,0.0000
59250,0.0000,0.0000
59750,0.0000,0.0000
60250,0.0000,0.0000
60750,0.0000,0.0000
61000,0.0000,0.0000
61250,0.0000,0.0000
61500,0.0000,0.0000
61750,0.0000,0.0000
62250,0.0000,0.0000
63250,0.0000,0.0000
63750,0.0000,0.0000
65750,0.0000,0.0000
66500,0.0000,0.0000
66750,0.0000,0.0000
67000,0.0000,0.0000
67500,79314958224.8694,382153889628.9163
69250,0.0000,0.0000
69750,0.0000,0.0000
71250,0.0000,0.0000
71500,0.0000,0.0000
