Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 85
61000,9275.0000,9275.0000
61500,4243.2000,4243.2000
62000,6024.8000,6024.8000
63000,22757.8000,22757.8000
63500,5706.0000,5706.0000
65000,25386.9000,25386.9000
65500,-13125.0000,23625.0000
68000,11260.2000,11260.2000
69500,23702.0000,23702.0000
70000,-17988.6000,23128.2000
71500,22487.5000,22487.5000
72000,17251.5000,17251.5000
73000,11830.5000,27604.5000
73500,25109.4000,25109.4000
74000,4419.2000,57449.6000
75000,-38545.6000,106000.4000
76000,15240.0000,25400.0000
76500,25716.5000,25716.5000
77000,0.0000,0.0000
78000,40125.6000,110345.4000
79000,13978.2000,51253.4000
80000,41205.0000,57687.0000
80500,3807.5000,34267.5000
81000,0.0000,27771.2000
82000,14031.5000,36481.9000
83000,28702.7000,28702.7000
84000,20688.0000,27584.0000
85000,8108.4000,8108.4000
86000,6631.8000,6631.8000
88000,6196.0000,6196.0000
89000,3938.4000,3938.4000
90000,36338.2000,36338.2000
91000,2842.8000,2842.8000
92000,10237.5000,10237.5000
96000,1589.0000,1589.0000
