Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -2
60000,3020.5000,3020.5000
61000,9837.8000,9837.8000
61500,4518.6000,4518.6000
62000,6696.0000,6696.0000
63000,25303.2000,25303.2000
63500,6165.6000,6165.6000
65000,27027.0000,27027.0000
65500,-14025.0000,25245.0000
68000,11937.0000,11937.0000
69500,24838.0000,24838.0000
70000,-18541.6000,23839.2000
71500,22929.2000,22929.2000
72000,17493.0000,17493.0000
73000,11971.8000,27934.2000
73500,25446.0000,25446.0000
74000,4499.7000,58496.1000
75000,-40161.6000,110444.4000
78000,-6277.0000,106709.0000
79000,0.0000,51737.6000
80000,51983.2000,103966.4000
81000,0.0000,50896.0000
82000,24252.4000,84883.4000
83000,73078.2000,73078.2000
84000,60738.0000,80984.0000
85000,26682.6000,26682.6000
88000,22124.0000,22124.0000
89000,14183.4000,14183.4000
90000,123882.2000,123882.2000
91000,10449.0000,10449.0000
92000,37925.0000,37925.0000
96000,6414.8000,6414.8000
100000,5798.0000,5798.0000
