Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -157
56000,18359.6000,18359.6000
59000,27355.5000,27355.5000
60000,321441.8000,321441.8000
62500,27849.0000,27849.0000
65000,156460.1000,156460.1000
66000,43234.0000,43234.0000
67000,-4868.1000,24340.5000
68000,103417.0000,103417.0000
69000,-36085.2000,48113.6000
70000,314904.0000,314904.0000
70500,34035.0000,34035.0000
71000,91470.6000,91470.6000
72500,-52838.1000,113224.5000
73000,-7650.6000,38253.0000
73500,38568.0000,38568.0000
75500,15077.2000,60308.8000
76000,-125579.0000,214223.0000
76500,57561.6000,86342.4000
77000,34833.0000,62699.4000
78000,19254.6000,109109.4000
79000,34763.4000,34763.4000
80000,-288657.6000,701025.6000
81000,49684.8000,76785.6000
85000,2399.1000,107959.5000
87000,3507.4000,17537.0000
