Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -125
47500,3471.5000,3471.5000
50000,20172.0000,20172.0000
54000,16688.0000,16688.0000
55000,25817.4000,25817.4000
55500,35071.2000,35071.2000
56000,29120.0000,29120.0000
59000,43303.5000,43303.5000
60000,506215.1000,506215.1000
62500,42550.0000,42550.0000
65000,388370.0000,388370.0000
66000,59655.0000,59655.0000
67000,-64201.0000,89881.4000
68000,203883.0000,203883.0000
69000,-42352.8000,56470.4000
70000,380593.0000,380593.0000
70500,50278.2000,50278.2000
71000,-85708.8000,99993.6000
72000,-6935.3000,34676.5000
72500,-40636.2000,94817.8000
73000,19719.9000,72306.3000
73500,31718.0000,31718.0000
75500,5195.7000,36369.9000
76000,-78096.0000,146430.0000
76500,36470.4000,54705.6000
77000,21163.5000,38094.3000
78000,10857.0000,61523.0000
79000,18369.0000,18369.0000
80000,-148683.0000,343509.0000
81000,23738.0000,36686.0000
82000,10798.2000,14397.6000
85000,1106.2000,49779.0000
