Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -72
53000,31413.1000,31413.1000
54000,56320.0000,56320.0000
55000,21359.0000,21359.0000
60000,318818.0000,318818.0000
65000,-294883.2000,303074.4000
66000,-54346.5000,104512.5000
68000,24438.4000,150121.6000
70000,-13730.4000,100689.6000
71000,8901.5000,55189.3000
72000,31565.2000,37054.8000
76000,-9896.0000,18555.0000
77000,13697.5000,15889.1000
80000,-24644.0000,52924.0000
85000,267.4000,12033.0000
90000,1644.8000,22204.8000
95000,5475.2000,6159.6000
100000,7621.4000,7621.4000
200000,426.4000,426.4000
220000,536.0000,536.0000
