Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 11
53000,35690.2000,35690.2000
54000,61360.0000,61360.0000
55000,23205.0000,23205.0000
60000,329698.0000,329698.0000
65000,-302666.4000,311073.8000
66000,-57551.0000,110675.0000
70000,-51292.4000,99567.6000
72000,44077.2000,51742.8000
76000,-14000.0000,26250.0000
77000,18415.0000,21361.4000
80000,-31671.2000,68015.2000
85000,343.5000,15457.5000
90000,1895.2000,25585.2000
95000,6003.2000,6753.6000
100000,8458.8000,8458.8000
200000,369.0000,369.0000
220000,444.0000,444.0000
