Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -72
53000,44885.7000,44885.7000
54000,77504.0000,77504.0000
55000,29143.4000,29143.4000
60000,409584.0000,409584.0000
62000,123030.0000,123030.0000
63000,-52315.2000,134524.8000
64000,-104160.6000,142738.6000
65000,-267300.0000,274725.0000
66000,-42994.9000,82682.5000
68000,6387.6000,100072.4000
70000,-7251.0000,53174.0000
71000,4633.0000,28724.6000
72000,17454.7000,20490.3000
76000,-6812.8000,12774.0000
77000,10240.0000,11878.4000
80000,-18830.7000,40439.7000
85000,209.8000,9441.0000
90000,1412.0000,19062.0000
95000,5161.6000,5806.8000
100000,7123.2000,7123.2000
200000,364.9000,364.9000
220000,464.0000,464.0000
