Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP 1
53000,8676.1000,8676.1000
54000,16648.0000,16648.0000
55000,6682.0000,6682.0000
60000,182790.4000,182790.4000
61000,96421.0000,96421.0000
62000,93535.0000,93535.0000
63000,-27965.0000,71910.0000
64000,-89958.0000,106314.0000
65000,-72363.2000,74401.6000
66000,-9127.5000,16429.5000
67000,2025.5000,10127.5000
68000,2156.0000,8624.0000
70000,-331.2000,4305.6000
71000,398.0000,2467.6000
72000,1716.0000,1859.0000
76000,-761.6000,1299.2000
77000,1050.0000,1218.0000
80000,-2165.5000,4650.5000
85000,23.9000,1075.5000
90000,161.6000,2181.6000
95000,566.4000,637.2000
100000,837.4000,837.4000
200000,528.9000,528.9000
220000,800.0000,800.0000
