Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -171
37500,0.0000,0.0000
42500,0.0000,0.0000
47500,-110063690396.7878,110063690396.7878
48000,0.0000,0.0000
49000,0.0000,0.0000
49500,0.0000,0.0000
50000,-218121904299.2710,218121904299.2710
52000,-118185174542.8508,118185174542.8508
53000,0.0000,0.0000
53500,0.0000,0.0000
55250,0.0000,0.0000
55500,0.0000,0.0000
57750,0.0000,0.0000
58250,0.0000,0.0000
58500,0.0000,0.0000
59250,0.0000,0.0000
59750,0.0000,0.0000
60250,0.0000,0.0000
60750,0.0000,0.0000
61000,0.0000,0.0000
61250,0.0000,0.0000
61500,0.0000,0.0000
61750,0.0000,0.0000
62250,0.0000,0.0000
63250,0.0000,0.0000
63750,0.0000,0.0000
66500,0.0000,0.0000
66750,0.0000,0.0000
67500,119660958781.7221,576548255948.2972
69250,0.0000,0.0000
69750,0.0000,0.0000
71250,0.0000,0.0000
