Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -48
50000,30806.0000,30806.0000
54000,23780.0000,23780.0000
55000,37093.0000,37093.0000
55500,50310.0000,50310.0000
56000,38424.1000,38424.1000
59000,60519.0000,60519.0000
59500,21232.0000,21232.0000
60000,914792.0000,914792.0000
62500,55656.0000,55656.0000
63500,59722.0000,59722.0000
64500,44205.0000,44205.0000
65000,496958.0000,496958.0000
66000,73158.8000,73158.8000
67000,-67218.0000,94105.2000
68000,226273.4000,226273.4000
69000,-38704.8000,51606.4000
70000,232442.2000,232442.2000
70500,41353.2000,41353.2000
71000,-68101.2000,79451.4000
72000,15481.5000,36123.5000
72500,-29297.4000,68360.6000
73000,13812.6000,50646.2000
73500,21611.0000,21611.0000
75000,28049.6000,42074.4000
75500,3246.8000,22727.6000
76000,-48160.0000,90300.0000
76500,22260.8000,33391.2000
77000,12837.0000,23106.6000
78000,6625.8000,37546.2000
79000,11465.4000,11465.4000
80000,-97951.8000,220806.6000
81000,13185.9000,21976.5000
82000,7804.8000,10406.4000
85000,980.9000,44140.5000
