Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -193
58000,8477.8000,8477.8000
60000,2626.0000,2626.0000
61000,8232.0000,8232.0000
61500,3833.4000,3833.4000
62000,5523.2000,5523.2000
63000,21556.6000,21556.6000
63500,5296.2000,5296.2000
65000,22732.5000,22732.5000
65500,-11716.0000,21088.8000
68000,9963.0000,9963.0000
69500,20547.0000,20547.0000
70000,-15421.7000,19827.9000
71500,18855.9000,18855.9000
72000,14327.0000,14327.0000
73000,9824.4000,22923.6000
73500,20948.4000,20948.4000
74000,3718.3000,48337.9000
75000,-33540.0000,92235.0000
78000,0.0000,90305.6000
79000,0.0000,48242.4000
80000,44068.5000,107023.5000
81000,0.0000,51203.2000
82000,25296.8000,88538.8000
83000,78913.9000,78913.9000
84000,67848.0000,90464.0000
85000,30618.0000,30618.0000
86000,31151.4000,31151.4000
88000,24663.2000,24663.2000
89000,15804.6000,15804.6000
90000,145836.4000,145836.4000
91000,11352.0000,11352.0000
92000,38422.5000,38422.5000
96000,6876.1000,6876.1000
100000,6042.0000,6042.0000
