Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -139
62000,6008.0000,6008.0000
63000,22477.0000,22477.0000
63500,5752.2000,5752.2000
65000,24645.6000,24645.6000
65500,-12695.0000,22851.0000
68000,10424.4000,10424.4000
69500,21150.0000,21150.0000
70000,-15775.9000,20283.3000
71500,19114.9000,19114.9000
72000,14716.5000,14716.5000
73000,10092.6000,23549.4000
73500,21648.0000,21648.0000
74000,3862.7000,50215.1000
75000,-35246.4000,96927.6000
78000,-6061.0000,103037.0000
79000,6509.8000,45568.6000
80000,54784.8000,109569.6000
81000,0.0000,56335.2000
82000,7071.7000,77788.7000
83000,41597.4000,41597.4000
84000,39811.8000,66353.0000
85000,37152.6000,37152.6000
88000,34763.2000,34763.2000
89000,22483.8000,22483.8000
90000,197569.2000,197569.2000
91000,16357.2000,16357.2000
92000,51429.4000,51429.4000
96000,9528.4000,9528.4000
100000,8455.0000,8455.0000
