Strike,Net GEX,Abs Gamma,Call OI,Put OI,Total OI,OI Imbalance,Gamma,Volatility,Call Delta,Put Delta,Delta Spread,Straddle,Vega,Theta,Level Strength,Gradient Width,Break Score,Resistance Score,Side
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FP -24.55
3750.0000,-117.4000,117.6000,1,1175,1176,-0.998299,0.00100000,24.8900,0.910000,-0.080000,0.990000,361.400000,1.507000,-0.788000,30.94,0.00112,65.48,10.83,ACCELERATION
3800.0000,-171.2000,171.4000,1,1713,1714,-0.998833,0.00100000,24.0900,0.890000,-0.110000,1.000000,319.300000,1.894000,-0.963000,38.79,0.00123,71.23,13.58,ACCELERATION
3825.0000,-58.7000,58.7000,0,587,587,-1.000000,0.00100000,23.7000,0.870000,-0.120000,0.990000,299.200000,2.110000,-1.058000,25.06,0.00103,56.46,8.77,ACCELERATION
3850.0000,-101.7000,101.9000,1,1018,1019,-0.998037,0.00100000,23.3400,0.850000,-0.140000,0.990000,280.000000,2.339000,-1.157000,31.04,0.00112,61.35,10.86,ACCELERATION
3875.0000,-39.3000,39.5000,1,394,395,-0.994937,0.00100000,23.0000,0.830000,-0.170000,1.000000,261.800000,2.580000,-1.260000,23.24,0.00101,52.43,8.13,ACCELERATION
3900.0000,-307.2000,308.8000,8,3080,3088,-0.994819,0.00100000,22.6700,0.810000,-0.190000,1.000000,244.800000,2.825000,-1.362000,60.12,0.00151,88.25,21.04,ACCELERATION
3945.0000,-50.9000,50.9000,0,509,509,-1.000000,0.00100000,22.1500,0.750000,-0.250000,1.000000,217.800000,3.264000,-1.542000,25.83,0.00104,52.17,9.04,ACCELERATION
3950.0000,-111.2000,112.6000,7,1119,1126,-0.987567,0.00100000,22.0900,0.750000,-0.250000,1.000000,215.100000,3.311000,-1.561000,34.46,0.00116,60.33,12.06,ACCELERATION
4000.0000,-366.4000,423.6000,143,1975,2118,-0.864967,0.00200000,21.6300,0.670000,-0.330000,1.000000,192.600000,3.737000,-1.728000,75.72,0.00174,97.03,26.50,ACCELERATION
4025.0000,-47.8000,122.2000,186,425,611,-0.391162,0.00200000,21.4300,0.630000,-0.370000,1.000000,184.400000,3.905000,-1.789000,31.27,0.00119,42.05,10.95,ACCELERATION
4040.0000,-39.2000,109.2000,175,371,546,-0.358974,0.00200000,21.3300,0.610000,-0.390000,1.000000,180.700000,3.987000,-1.819000,29.87,0.00117,39.37,10.45,ACCELERATION
4050.0000,-133.4000,411.8000,696,1363,2059,-0.323944,0.00200000,21.2700,0.590000,-0.410000,1.000000,178.600000,4.032000,-1.834000,56.24,0.00151,64.62,19.68,ACCELERATION
4075.0000,-27.2000,104.4000,193,329,522,-0.260536,0.00200000,21.1400,0.540000,-0.450000,0.990000,175.300000,4.112000,-1.859000,28.54,0.00115,34.59,9.99,ACCELERATION
4080.0000,-29.0000,115.4000,216,361,577,-0.251300,0.00200000,21.1300,0.540000,-0.460000,1.000000,174.900000,4.121000,-1.861000,29.47,0.00116,35.13,10.31,ACCELERATION
4095.0000,7.0000,50.2000,143,108,251,0.139442,0.00200000,21.0700,0.510000,-0.490000,1.000000,174.400000,4.138000,-1.864000,22.87,0.00108,8.51,22.87,RESIST/SUPPORT
4100.0000,245.8000,456.2000,1755,526,2281,0.538799,0.00200000,21.0600,0.500000,-0.500000,1.000000,174.500000,4.139000,-1.863000,71.04,0.00169,28.75,71.04,RESIST/SUPPORT
4110.0000,113.4000,153.8000,668,101,769,0.737321,0.00200000,21.0300,0.480000,-0.520000,1.000000,174.800000,4.135000,-1.860000,42.22,0.00132,25.94,42.22,RESIST/SUPPORT
4115.0000,6.4000,80.8000,218,186,404,0.079208,0.00200000,21.0100,0.470000,-0.530000,1.000000,175.100000,4.129000,-1.856000,24.04,0.00109,8.44,24.04,RESIST/SUPPORT
4120.0000,-0.6000,70.2000,174,177,351,-0.008547,0.00200000,21.0100,0.460000,-0.530000,0.990000,175.600000,4.122000,-1.852000,22.23,0.00107,23.45,7.78,ACCELERATION
4125.0000,13.2000,62.8000,190,124,314,0.210191,0.00200000,21.0000,0.450000,-0.540000,0.990000,176.100000,4.112000,-1.847000,24.19,0.00109,11.52,24.19,RESIST/SUPPORT
4130.0000,1.6000,61.6000,158,150,308,0.025974,0.00200000,20.9700,0.440000,-0.550000,0.990000,176.600000,4.100000,-1.839000,21.73,0.00106,7.43,21.73,RESIST/SUPPORT
4150.0000,197.8000,277.4000,1188,199,1387,0.713050,0.00200000,20.9700,0.410000,-0.590000,1.000000,180.300000,4.033000,-1.809000,54.99,0.00148,30.33,54.99,RESIST/SUPPORT
4175.0000,38.6000,91.8000,326,133,459,0.420479,0.00200000,20.9600,0.370000,-0.630000,1.000000,186.900000,3.906000,-1.751000,28.72,0.00115,18.97,28.72,RESIST/SUPPORT
4180.0000,60.8000,108.0000,422,118,540,0.562963,0.00200000,20.9600,0.360000,-0.640000,1.000000,188.400000,3.875000,-1.737000,32.30,0.00119,22.93,32.30,RESIST/SUPPORT
4200.0000,221.4000,542.6000,1910,803,2713,0.408035,0.00200000,20.9900,0.330000,-0.670000,1.000000,195.700000,3.737000,-1.676000,68.86,0.00167,29.81,68.86,RESIST/SUPPORT
4220.0000,11.0000,63.0000,185,130,315,0.174603,0.00200000,21.0300,0.290000,-0.700000,0.990000,204.300000,3.577000,-1.606000,22.42,0.00107,14.38,22.42,RESIST/SUPPORT
4225.0000,12.4000,64.8000,193,131,324,0.191358,0.00200000,21.0500,0.290000,-0.710000,1.000000,206.700000,3.535000,-1.589000,22.73,0.00107,15.00,22.73,RESIST/SUPPORT
4240.0000,22.8000,45.4000,341,113,454,0.502203,0.00100000,21.0900,0.270000,-0.730000,1.000000,214.200000,3.401000,-1.530000,19.99,0.00097,21.17,19.99,RESIST/SUPPORT
4250.0000,74.5000,248.3000,1614,869,2483,0.300040,0.00100000,21.1400,0.250000,-0.750000,1.000000,219.700000,3.308000,-1.491000,36.66,0.00122,21.72,36.66,RESIST/SUPPORT
4270.0000,61.3000,70.5000,659,46,705,0.869504,0.00100000,21.2200,0.230000,-0.770000,1.000000,231.300000,3.116000,-1.408000,26.63,0.00105,31.44,26.63,RESIST/SUPPORT
4275.0000,4.7000,34.7000,197,150,347,0.135447,0.00100000,21.2400,0.220000,-0.780000,1.000000,234.300000,3.067000,-1.387000,15.10,0.00090,14.09,15.10,RESIST/SUPPORT
