Strike,Net GEX,Abs Gamma,Call OI,Put OI,Total OI,OI Imbalance,Gamma,Volatility,Call Delta,Put Delta,Delta Spread,Straddle,Vega,Theta,Level Strength,Gradient Width,Break Score,Resistance Score,Side
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FP -1.36
4200.0000,-214.1000,484.3000,1351,3492,4843,-0.442081,0.00100000,30.2300,0.950000,-0.030000,0.980000,84.200000,0.090000,-0.448000,31.43,0.00117,55.27,11.00,ACCELERATION
4250.0000,-630.7000,1234.1000,431,1332,1763,-0.511061,0.00700000,26.9000,0.810000,-0.190000,1.000000,42.000000,0.396000,-4.153000,46.22,0.00132,71.31,16.18,ACCELERATION
4255.0000,-370.4000,460.0000,56,519,575,-0.805217,0.00800000,26.6700,0.770000,-0.230000,1.000000,38.900000,0.437000,-5.115000,32.71,0.00115,63.67,11.45,ACCELERATION
4265.0000,-193.5000,459.9000,148,363,511,-0.420744,0.00900000,26.4200,0.690000,-0.310000,1.000000,34.100000,0.513000,-7.700000,25.03,0.00108,48.27,8.76,ACCELERATION
4270.0000,-284.0000,1032.0000,374,658,1032,-0.275194,0.01000000,26.2100,0.640000,-0.360000,1.000000,32.300000,0.542000,-9.278000,32.49,0.00120,52.82,11.37,ACCELERATION
4275.0000,-304.0000,590.0000,143,447,590,-0.515254,0.01000000,26.1600,0.590000,-0.410000,1.000000,31.100000,0.563000,-11.180000,30.98,0.00117,56.09,10.84,ACCELERATION
4300.0000,-540.0000,3726.0000,1593,2133,3726,-0.144928,0.01000000,25.9200,0.330000,-0.670000,1.000000,32.800000,0.528000,-8.273000,62.33,0.00163,79.97,21.82,ACCELERATION
4315.0000,-99.2000,478.4000,237,361,598,-0.207358,0.00800000,26.2000,0.210000,-0.790000,1.000000,40.100000,0.415000,-4.428000,20.32,0.00100,39.17,7.11,ACCELERATION
4325.0000,23.4000,322.2000,288,249,537,0.072626,0.00600000,26.4600,0.140000,-0.850000,0.990000,46.900000,0.328000,-2.807000,14.44,0.00089,19.74,14.44,RESIST/SUPPORT
4335.0000,-13.2000,321.2000,385,418,803,-0.041096,0.00400000,26.8700,0.100000,-0.900000,1.000000,54.800000,0.248000,-1.758000,13.18,0.00086,28.66,4.61,ACCELERATION
4350.0000,-31.5000,1173.3000,1903,2008,3911,-0.026847,0.00300000,27.5300,0.050000,-0.940000,0.990000,67.800000,0.150000,-0.838000,25.85,0.00109,41.00,9.05,ACCELERATION
4375.0000,15.7000,120.1000,679,522,1201,0.130724,0.00100000,29.0200,0.020000,-1.000000,1.020000,91.500000,0.059000,-0.243000,12.36,0.00082,20.25,12.36,RESIST/SUPPORT
4385.0000,-57.2000,160.0000,514,1086,1600,-0.357500,0.00100000,30.0000,0.010000,-1.000000,1.010000,101.500000,0.042000,-0.162000,16.63,0.00089,38.30,5.82,ACCELERATION
