Strike,Net GEX,Abs Gamma,Call OI,Put OI,Total OI,OI Imbalance,Gamma,Volatility,Call Delta,Put Delta,Delta Spread,Straddle,Vega,Theta,Level Strength,Gradient Width,Break Score,Resistance Score,Side
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FP -10.59
4075.0000,-44.8000,51.2000,32,480,512,-0.875000,0.00100000,25.7100,0.920000,-0.070000,0.990000,356.300000,1.195000,-0.915000,19.31,0.00096,51.81,6.76,ACCELERATION
4100.0000,-142.7000,331.9000,946,2373,3319,-0.429949,0.00100000,25.3500,0.910000,-0.080000,0.990000,334.700000,1.369000,-1.038000,31.09,0.00116,54.63,10.88,ACCELERATION
4150.0000,-58.4000,134.2000,379,963,1342,-0.435171,0.00100000,24.7000,0.880000,-0.110000,0.990000,293.300000,1.770000,-1.318000,20.03,0.00098,43.54,7.01,ACCELERATION
4200.0000,-143.6000,481.4000,1689,3125,4814,-0.298297,0.00100000,24.1500,0.840000,-0.150000,0.990000,255.600000,2.231000,-1.636000,35.77,0.00126,56.42,12.52,ACCELERATION
4250.0000,-112.5000,190.1000,388,1513,1901,-0.591794,0.00100000,23.8100,0.780000,-0.210000,0.990000,223.700000,2.724000,-1.980000,24.83,0.00106,51.23,8.69,ACCELERATION
4255.0000,-68.9000,80.1000,56,745,801,-0.860175,0.00100000,23.7700,0.780000,-0.220000,1.000000,220.900000,2.772000,-2.013000,20.52,0.00098,52.27,7.18,ACCELERATION
4270.0000,-10.2000,57.0000,234,336,570,-0.178947,0.00100000,23.6900,0.760000,-0.240000,1.000000,212.800000,2.914000,-2.112000,13.21,0.00088,31.29,4.62,ACCELERATION
4300.0000,-165.6000,791.2000,1564,2392,3956,-0.209302,0.00200000,23.5500,0.710000,-0.280000,0.990000,198.700000,3.178000,-2.295000,44.32,0.00142,62.94,15.51,ACCELERATION
4350.0000,-123.0000,705.0000,1455,2070,3525,-0.174468,0.00200000,23.4900,0.630000,-0.370000,1.000000,182.700000,3.529000,-2.548000,39.99,0.00136,57.79,14.00,ACCELERATION
4375.0000,-9.2000,227.2000,545,591,1136,-0.040493,0.00200000,23.4900,0.590000,-0.410000,1.000000,178.100000,3.645000,-2.634000,20.78,0.00108,35.83,7.27,ACCELERATION
4385.0000,-183.6000,250.8000,168,1086,1254,-0.732057,0.00200000,23.4900,0.570000,-0.430000,1.000000,176.900000,3.679000,-2.659000,32.38,0.00122,61.24,11.33,ACCELERATION
4400.0000,43.4000,1098.6000,2855,2638,5493,0.039505,0.00200000,23.5300,0.540000,-0.460000,1.000000,176.100000,3.715000,-2.690000,47.78,0.00151,26.91,47.78,RESIST/SUPPORT
4450.0000,11.8000,517.4000,1323,1264,2587,0.022806,0.00200000,23.7200,0.450000,-0.550000,1.000000,179.700000,3.713000,-2.710000,29.45,0.00122,21.87,29.45,RESIST/SUPPORT
4475.0000,-131.6000,190.8000,148,806,954,-0.689727,0.00200000,23.8400,0.410000,-0.590000,1.000000,184.900000,3.644000,-2.671000,28.57,0.00117,56.35,10.00,ACCELERATION
4500.0000,347.2000,1096.0000,3608,1872,5480,0.316788,0.00200000,23.9800,0.370000,-0.630000,1.000000,192.400000,3.535000,-2.605000,61.50,0.00166,35.64,61.50,RESIST/SUPPORT
4525.0000,39.0000,148.6000,469,274,743,0.262450,0.00200000,24.1400,0.330000,-0.670000,1.000000,201.900000,3.394000,-2.516000,21.31,0.00107,24.44,21.31,RESIST/SUPPORT
4550.0000,109.2000,512.4000,1554,1008,2562,0.213115,0.00200000,24.3100,0.290000,-0.700000,0.990000,213.300000,3.226000,-2.404000,34.61,0.00127,26.71,34.61,RESIST/SUPPORT
4555.0000,-5.7000,52.3000,233,290,523,-0.108987,0.00100000,24.3600,0.290000,-0.710000,1.000000,215.900000,3.191000,-2.383000,12.65,0.00088,28.61,4.43,ACCELERATION
4575.0000,67.2000,120.2000,937,265,1202,0.559068,0.00100000,24.5200,0.260000,-0.740000,1.000000,226.600000,3.041000,-2.282000,20.60,0.00100,30.07,20.60,RESIST/SUPPORT
4580.0000,3.8000,150.0000,769,731,1500,0.025333,0.00100000,24.5900,0.250000,-0.740000,0.990000,229.600000,3.003000,-2.259000,16.03,0.00095,18.24,16.03,RESIST/SUPPORT
4600.0000,412.3000,610.9000,5116,993,6109,0.674906,0.00100000,24.7500,0.230000,-0.770000,1.000000,241.500000,2.843000,-2.149000,54.41,0.00152,40.77,54.41,RESIST/SUPPORT
4610.0000,23.5000,51.7000,376,141,517,0.454545,0.00100000,24.8300,0.220000,-0.780000,1.000000,247.700000,2.761000,-2.091000,15.72,0.00092,26.67,15.72,RESIST/SUPPORT
4625.0000,33.7000,57.5000,456,119,575,0.586087,0.00100000,24.9900,0.200000,-0.800000,1.000000,257.700000,2.639000,-2.009000,17.25,0.00094,29.64,17.25,RESIST/SUPPORT
4640.0000,38.3000,69.1000,537,154,691,0.554269,0.00100000,25.1100,0.190000,-0.810000,1.000000,267.900000,2.513000,-1.920000,17.78,0.00095,29.10,17.78,RESIST/SUPPORT
4645.0000,48.8000,61.8000,553,65,618,0.789644,0.00100000,25.1700,0.180000,-0.810000,0.990000,271.400000,2.473000,-1.892000,19.35,0.00096,34.19,19.35,RESIST/SUPPORT
4650.0000,187.9000,271.5000,2297,418,2715,0.692081,0.00100000,25.2100,0.180000,-0.820000,1.000000,275.000000,2.432000,-1.864000,32.61,0.00117,35.54,32.61,RESIST/SUPPORT
4675.0000,17.0000,60.6000,388,218,606,0.280528,0.00100000,25.4600,0.150000,-0.840000,0.990000,293.400000,2.229000,-1.720000,15.10,0.00091,22.87,15.10,RESIST/SUPPORT
4680.0000,-18.3000,123.1000,524,707,1231,-0.148660,0.00100000,25.5000,0.150000,-0.850000,1.000000,297.200000,2.188000,-1.690000,16.91,0.00095,33.35,5.92,ACCELERATION
4700.0000,442.3000,608.3000,5253,830,6083,0.727108,0.00100000,25.7300,0.130000,-0.860000,0.990000,312.900000,2.034000,-1.582000,56.59,0.00154,42.11,56.59,RESIST/SUPPORT
