Strike,Net GEX,Abs Gamma
NaN,NaN,NaN
FP -13.12
3600.0,0.0000,0.0000
3700.0,-37727841.0798,39027680.5657
3750.0,-21317367.5696,22714695.0170
3800.0,-26370493.5713,36281769.6516
3850.0,-38150288.9127,38572736.7456
3900.0,-39596360.3408,50742483.9329
3950.0,-6840405.2948,10349971.9069
3975.0,-3054622.7920,9781292.1318
4000.0,-53715866.7570,83157231.1138
4025.0,-276215.8908,13632066.6089
4050.0,-9992516.0483,27767821.0186
4075.0,-9553820.2217,16215497.5873
4100.0,-15646817.8121,39108920.5336
4125.0,4646926.1623,8773916.5302
4150.0,-17190377.2017,68436548.9354
4200.0,2859646.8691,51668619.5666
4225.0,3168358.7470,8595188.6009
4250.0,9375092.2924,52269795.3288
4255.0,-14411970.3005,14834418.1334
4280.0,-1819775.2803,10528699.8362
4290.0,1186103.5309,14769426.1591
4300.0,33860818.6090,70743764.0229
4305.0,747407.7044,18230248.7905
4330.0,8172740.7679,11032387.6370
4350.0,4403206.2587,46355525.6678
4355.0,9326348.3117,13778298.5511
4360.0,4078246.3872,9277604.3310
4400.0,31504859.5408,96659313.7741
4410.0,-3184606.7406,8448956.6587
4450.0,-5524317.8153,30611219.8942
4470.0,18376480.7326,22275999.1905
4475.0,0.0000,0.0000
4480.0,0.0000,0.0000
