Strike,Net GEX,Abs Gamma,Call OI,Put OI,Total OI,OI Imbalance,Gamma,Volatility,Call Delta,Put Delta,Delta Spread,Straddle,Vega,Theta,Level Strength,Gradient Width,Break Score,Resistance Score,Side
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
FP -4.39
3750.0000,-123.5000,129.7000,31,1266,1297,-0.952197,0.00100000,26.9500,0.940000,-0.040000,0.980000,278.500000,0.544000,-0.809000,22.67,0.00100,56.72,7.94,ACCELERATION
3800.0000,-158.8000,226.6000,339,1927,2266,-0.700794,0.00100000,25.6400,0.920000,-0.070000,0.990000,233.200000,0.815000,-1.183000,26.47,0.00106,52.68,9.26,ACCELERATION
3850.0000,-233.5000,236.3000,14,2349,2363,-0.988151,0.00100000,24.4100,0.880000,-0.110000,0.990000,190.700000,1.184000,-1.674000,31.92,0.00113,61.08,11.17,ACCELERATION
3900.0000,-385.2000,570.8000,464,2390,2854,-0.674842,0.00200000,23.2300,0.810000,-0.180000,0.990000,153.000000,1.632000,-2.240000,45.14,0.00134,65.23,15.80,ACCELERATION
3925.0000,-58.6000,67.0000,21,314,335,-0.874627,0.00200000,22.6500,0.770000,-0.230000,1.000000,136.900000,1.864000,-2.515000,23.17,0.00102,45.85,8.11,ACCELERATION
3950.0000,-129.6000,173.2000,109,757,866,-0.748268,0.00200000,22.1000,0.710000,-0.280000,0.990000,123.100000,2.084000,-2.762000,27.94,0.00109,46.69,9.78,ACCELERATION
3975.0000,-14.4000,147.0000,221,269,490,-0.097959,0.00300000,21.5800,0.650000,-0.350000,1.000000,112.300000,2.271000,-2.953000,21.91,0.00106,26.26,7.67,ACCELERATION
4000.0000,-840.3000,1613.1000,1288,4089,5377,-0.520922,0.00300000,21.0800,0.580000,-0.420000,1.000000,104.700000,2.400000,-3.057000,91.39,0.00200,100.00,31.99,ACCELERATION
4025.0000,-57.9000,305.7000,413,606,1019,-0.189401,0.00300000,20.6200,0.500000,-0.500000,1.000000,101.000000,2.449000,-3.056000,28.89,0.00116,33.09,10.11,ACCELERATION
4035.0000,-33.9000,101.7000,113,226,339,-0.333333,0.00300000,20.4400,0.470000,-0.530000,1.000000,100.700000,2.443000,-3.021000,23.58,0.00108,31.22,8.25,ACCELERATION
4040.0000,-51.3000,109.5000,97,268,365,-0.468493,0.00300000,20.3700,0.460000,-0.540000,1.000000,100.800000,2.434000,-2.999000,25.30,0.00110,35.93,8.86,ACCELERATION
4050.0000,-24.0000,723.6000,1166,1246,2412,-0.033167,0.00300000,20.2200,0.420000,-0.580000,1.000000,101.500000,2.405000,-2.938000,36.78,0.00129,39.25,12.87,ACCELERATION
4060.0000,3.9000,90.3000,157,144,301,0.043189,0.00300000,20.0700,0.390000,-0.610000,1.000000,102.900000,2.359000,-2.858000,19.57,0.00103,8.13,19.57,RESIST/SUPPORT
4075.0000,-79.2000,283.8000,341,605,946,-0.279070,0.00300000,19.8900,0.340000,-0.650000,0.990000,106.400000,2.262000,-2.709000,28.35,0.00114,37.15,9.92,ACCELERATION
4080.0000,-3.9000,192.9000,315,328,643,-0.020218,0.00300000,19.8700,0.330000,-0.670000,1.000000,108.000000,2.224000,-2.657000,21.67,0.00106,25.58,7.59,ACCELERATION
4085.0000,-79.5000,149.1000,116,381,497,-0.533199,0.00300000,19.8200,0.310000,-0.680000,0.990000,109.700000,2.181000,-2.597000,26.65,0.00111,41.09,9.33,ACCELERATION
4100.0000,97.5000,989.7000,1812,1487,3299,0.098515,0.00300000,19.6800,0.270000,-0.730000,1.000000,115.500000,2.037000,-2.397000,44.52,0.00139,17.72,44.52,RESIST/SUPPORT
4120.0000,5.0000,89.0000,235,210,445,0.056180,0.00200000,19.6100,0.220000,-0.780000,1.000000,125.800000,1.818000,-2.117000,15.88,0.00092,10.83,15.88,RESIST/SUPPORT
4125.0000,80.8000,233.2000,785,381,1166,0.346484,0.00200000,19.6100,0.210000,-0.790000,1.000000,128.700000,1.760000,-2.046000,24.29,0.00104,19.02,24.29,RESIST/SUPPORT
4150.0000,145.6000,1128.4000,3185,2457,5642,0.129032,0.00200000,19.6300,0.160000,-0.840000,1.000000,145.100000,1.465000,-1.685000,48.97,0.00146,22.25,48.97,RESIST/SUPPORT
4165.0000,39.2000,92.0000,328,132,460,0.426087,0.00200000,19.6800,0.130000,-0.870000,1.000000,156.100000,1.293000,-1.479000,19.14,0.00096,21.57,19.14,RESIST/SUPPORT
4170.0000,20.2000,97.0000,293,192,485,0.208247,0.00200000,19.7400,0.120000,-0.870000,0.990000,160.000000,1.240000,-1.418000,17.13,0.00093,16.99,17.13,RESIST/SUPPORT
4175.0000,-9.6000,122.0000,281,329,610,-0.078689,0.00200000,19.7700,0.110000,-0.880000,0.990000,164.000000,1.185000,-1.355000,16.58,0.00093,26.97,5.80,ACCELERATION
